Document ID,cluster_size,overall_stance_on_mandatory_federal_role,stance_on_nist_as_standards_body,supports_mandatory_pre_deployment_eval,supports_incident_reporting_regime,supports_liability_safe_harbor,emphasizes_innovation_or_compliance_cost,top_3_themes,specific_recommendations,notable_evidence_or_examples,tone,quality,evidence_excerpt
NIST-2025-0035-0462,1,mixed,supportive,unclear,conditional,unclear,yes,human_oversight;agent_autonomy;sandboxing_isolation,"NIST/CAISI should: calibrate security controls to agent capability levels (not labels); prioritize research into real-time failure detection (multi-step detection, chain-of-thought monitoring, LLM-based monitor evaluation, privacy methods); develop standards for logging/observability; support sandboxes and testbeds for collaboration; build AI agent trust infrastructure.","PAI's ""Prioritizing Real-Time Failure Detection in AI Agents"" (co-authored with OpenAI, Microsoft, Stanford HAI, CNAS); ""Preparing for AI Agent Governance"" paper; Microsoft Taxonomy of Failure Modes; OpenAI Operator System Card; Anthropic multi-agent research; Zhou et al. HAICOSYSTEM arXiv:2409.1642",mixed,substantive,"Key points:
● We identify three categories of operational failure that emerge during agent
operation: planning failures, tool-use failures, and execution failures.
● These failures, and how they compound, mean that uncompromised models
may nonetheless pose a threat to confidentiality, availability,"
NIST-2025-0035-0463,1,supportive,supportive,yes,yes,unclear,no,human_oversight;pre_deployment_evaluation;red_teaming,1) NIST should recognize clinical safety failure as a distinct security threat category. 2) Require mandatory non-bypassable safety interrupt mechanisms for high-stakes human-facing agentic AI. 3) Require documented version control and regression testing of safety-critical behaviors after model updates. 4) Develop a Safety Interrupt Reliability evaluation standard with domain-specific test suites. 5) Make crisis detection/false negative/escalation latency metrics mandatory reporting requirements,"CuraPractice/VerusOS: 96% crisis detection accuracy, 0% false negatives, 94.3% therapist agreement rate across 100+ sessions with 5 licensed therapist partners; HallBayes EDFL Bayesian detection model; 27 provisional patents; pending JMIR publication.",mixed,substantive,"Question 1(a) — Unique Security Threats Affecting AI Agent Systems
The most critical and underreported security threat in agentic AI systems is clinical safety failure
— the failure of an autonomous AI agent to detect, appropriately respond to, or escalate a life-
threatening situation presented by"
NIST-2025-0035-0464,1,mixed,supportive,conditional,unclear,unclear,no,human_oversight;transparency_documentation;agent_autonomy,"1. NIST guidelines should specify criteria for interpretive tractability of human oversight (rate of parsing, fidelity of self-reported reasoning, surfacing most consequential decision points). 2. Mandate linguistic variation testing (analogous to fuzz testing) to probe behavioral inconsistency. 3. NIST should explicitly acknowledge limitations of chain-of-thought traces as audit mechanisms and encourage complementary computational text analysis methods.","Anthropic/Chen et al. (2025) ""Reasoning Models Don't Always Say What They Think"": Claude 3.7 Sonnet disclosed influencing factor in reasoning only 25% of the time; DeepSeek R1 only 39%; reward-hacking behavior disclosed <2% of the time. Elkins & Chun (under review, ICML 2026) on LLM sensitivity to s",mixed,substantive,"In reward-hacking environments, models exploited available shortcuts more than 99% of the time while disclosing this behavior in their reasoning traces less than 2% of the time."
NIST-2025-0035-0465,1,mixed,supportive,unclear,unclear,unclear,no,human_oversight;agent_autonomy;transparency_documentation,"1. Prioritize architectural (structural) security requirements over behavioral ones; favor inversion of control, schema-enforced output, bounded selection sets, API-only execution. 2. Apply existing security principles (input sanitization, least privilege, zero trust, defense in depth) to AI agents. 3. Require AI agents to act under their own identity (not user credentials) with actions traceable in existing audit systems. 4. Require provenance and auditability as baseline properties.","Neo deployed at Telefónica (~300 engineers); NIST NCCoE DevSecOps CRADA participant alongside Google, Microsoft, IBM, GitLab; Ralph Wiggum and OpenClaw cited as examples of insecure MCP/Skills tools; ""Bitter Lesson"" paper referenced.",mixed,substantive,"NIST guidance should emphasize architectural security requirements over behavioral ones, apply established security principles (inversion of control, input sanitization, least privilege, zero trust) directly to the AI agent context, and require auditability and provenance as baseline properties"
NIST-2025-0035-0453,1,unclear,supportive,conditional,unclear,unclear,no,human_oversight;agent_autonomy;supply_chain,NIST adopt HALO (Human-Above-the-Loop Organization) framework and Circle IOS as a universal agentic safety standard; mandate Feasibility Studies by Domain-Specific Professional Engineers for critical infrastructure; use Hardware Handshake Protocol (HHP) and Socratic Agent/Judiciary Truth Benchmark for deterministic execution.,"References IBM watsonx, OpenAI, Anthropic, Meta as intelligence providers; cites COBOL/FORTRAN/C++/PLC legacy environments; mentions ACP/MCP open standards; ASIC-level hardware gating described.",commercial_promotion,promotional,"Circle by Design submits the HALO (Human-Above-the-Loop Organization) framework and the Circle IOS as a universal, enterprise-agnostic standard for agentic safety."
NIST-2025-0035-0467,1,mixed,supportive,conditional,unclear,unclear,no,human_oversight;agent_autonomy;sandboxing_isolation,"Agent security certification standard (like SOC 2 for agents); vulnerability disclosure framework for AI agents; interoperability standards; public reference implementations; regulatory sandboxes; standards working groups. Procedure-based permission scoping, tool sandboxing, immutable audit trails recommended as baseline controls.",Mozaico's governed execution platform cited as example. SOC 2 analogy used for proposed agent security certification. No external studies or datasets cited.,mixed,substantive,Zero Trust Architecture for Agents The most important principle: agents should only have access to resources when actively performing specific tasks. Access should be granted at procedure execution time and revoked when the task completes.
NIST-2025-0035-0468,1,mixed,supportive,conditional,unclear,unclear,no,human_oversight;sandboxing_isolation;pre_deployment_evaluation,NIST CAISI should prioritize: (1) standardized agent security evaluation benchmarks for system-level security; (2) protocol-level security controls for MCP/A2A; (3) multi-agent red teaming methodologies for emergent failure modes; (4) continuous monitoring frameworks with automated anomaly detection for deployed agents.,33-model Byzantine fault tolerant consensus architecture; CMMC CA30 runtime certification; Ukraine 2022 rapid deployment (4 hours post-invasion); COBOL Bridge processing $3T daily transactions with 93% AI accuracy; 76 international regulations crosswalk; Quantranet CSR5 blockchain audit ledger.,mixed,substantive,"Our 76-MCP server stack demonstrates that agent security is not a post-deployment consideration, but an architectural requirement built into the protocol layer itself."
NIST-2025-0035-0469,1,mixed,supportive,conditional,unclear,unclear,yes,misuse_abuse;human_oversight;red_teaming,"NIST should issue a reliable set of shared standards architected as enabling baselines, avoiding de facto ceiling-standards that could hinder technological progress or dynamic adoption. Standards should address the probabilistic, context-dependent nature of agentic threats across model capability, tool use, deployment method, and hosting context.","2024 Best Scientific Cybersecurity Paper (NSA); AIR-Bench benchmark (developed with Stanford HAI) covering 320+ safety/security categories across FINRA, MITRE, NIST, OWASP; ""lethal trifecta"" (indirect prompt injection + excessive tool privileges + inadequate output validation).",mixed,substantive,"A reliable set of shared standards issued by NIST would enable a wider range of potential adopters to identify value-ads with lower hurdles, strengthening the competitiveness of the US economy. In designing these standards, it is vital to exercise appropriate care by architecting them as enabling ba"
NIST-2025-0035-0470,1,mixed,supportive,unclear,unclear,unclear,no,identity_authentication;agent_autonomy;human_oversight,"NIST should state a clear principle: cross-organizational agent trust requires independent verification mechanisms that do not depend on any single platform or ecosystem. NIST should address delegation verification, mutual scope agreement, and cross-organizational accountability in guidelines for agent-to-agent interactions.","Apple Siri, Google, OpenAI, Amazon consumer agents; Salesforce Agentforce, Microsoft Copilot, ServiceNow enterprise agents; Google A2A (Linux Foundation), Anthropic MCP protocols cited as real-world deployment context.",mixed,substantive,Verification of agent-to-agent transacting must come from somewhere that neither agent party controls. I'd encourage NIST to state this principle directly in any guidelines it develops.
NIST-2025-0035-0471,1,mixed,supportive,conditional,unclear,unclear,yes,agent_autonomy;human_oversight;misuse_abuse,unclear,Darktrace data: 70% of customers use corporate gen AI at scale; 91% also use additional AI services; 99.97% of MCP connections relate to unregistered servers; 400+ Cyber AI Analyst incidents; 30.66% of AWS customers use Amazon Bedrock; 19.94% generated suspicious-activity alerts.,mixed,substantive,"Darktrace's recent analysis found 70% of Darktrace customers already use corporate generative AI at scale. Among those customers with a dominant generative AI tool in use, 91% also have employees using additional AI services, which likely represent shadow AI tools"
NIST-2025-0035-0472,1,mixed,supportive,conditional,unclear,unclear,no,human_oversight;transparency_documentation;pre_deployment_evaluation,"NIST should treat the ""commitment boundary"" (the point where AI output becomes durable system state) as a distinct security category, separate from output filtering, model robustness, and infrastructure controls. NIST should define what must be true before a model-generated proposal is allowed to become privileged, durable system state.","Live SDI Protocol runtime with Anthropic (claude-sonnet-4-6), Google (gemini-2.5-flash), OpenAI (gpt-4.1) producing governed reasoning turns on same contract/ledger. 12+ committed ledger entries. Public endpoints at sdi-protocol.org and api.sdi-protocol.org/ledger. RAI formula aligned to NIST RMF GO",mixed,substantive,"Three providers. One contract. One gate. One threshold. One ledger. Anthropic, Google, and OpenAI each executed the same reasoning contract, passed the same compile gate, met the same RAI threshold, and committed to the same chain."
NIST-2025-0035-0473,1,opposed,supportive,no,unclear,yes,yes,mandatory_vs_voluntary;sandboxing_isolation;misuse_abuse,"1. NIST should push FTC/DOJ to create an antitrust safe harbor for AI safety/security collaborations. 2. NIST should work with FTC/DOJ to update the 2014 Antitrust Policy Statement to include AI-specific threat definitions (e.g., prompt injection, adversarial data poisoning). 3. NIST should champion regulatory sandboxes for AI safety/security testing.",FTC/DOJ 2026 joint public inquiry on Collaboration Guidelines; 2014 Antitrust Policy Statement on Sharing Cybersecurity Information; Cybersecurity National Lab 2025 Regulatory Sandboxes for AI and Cybersecurity report; Open Philanthropy 2023 policy ideas by Luke Muehlhauser.,policy_advocacy,substantive,"NIST should encourage the FTC and DOJ to consider an antitrust safe harbor for AI safety and security collaborations, because ""[f]rontier-model developers would be more likely to collaborate usefully on AI safety and security work if such collaboration were more clearly allowed under the antitrust r"
NIST-2025-0035-0474,1,mixed,supportive,conditional,conditional,unclear,no,human_oversight;identity_authentication;transparency_documentation,"NIST should: (1) address the gap between retrospective log review and real-time intervention capability for human oversight; (2) recognize that EU AI Act sets intervention standards higher than current industry practice; (3) address attribution and traceability requirements in multi-agent security guidelines; (4) develop assessment methodology covering full operational envelope of agents, not just declared behavior.","OWASP Top 10 for Agentic Applications; CSA Securing Autonomous AI Agents report (Jan 2026): 72% of orgs cannot trace AI agent actions across environments; 44% rely on static API keys for agent authentication; 39% assign governance to Security, 32% to IT. EU AI Act Articles 3(23), 15, 25 cited.",mixed,substantive,"security guidelines for AI agent systems that do not account for the regulatory obligations attached to the same vulnerabilities will leave organizations with a false sense of security. A penetration test that identifies a prompt injection vulnerability has, in most cases, also identified an EU AI A"
NIST-2025-0035-0475,1,mixed,supportive,yes,unclear,unclear,no,pre_deployment_evaluation;human_oversight;agent_autonomy,"1. Establish pre-execution controls (action simulation, behavioral validation, least-privilege enforcement) as a primary security objective. 2. Extend CSF Implementation Tiers to AI agent deployments, with most stringent requirements for high-consequence/high-autonomy contexts. 3. Prioritize development of action logging architectures that support automated rollback for defined action classes. 4. Require behavioral baseline profiling and continuous real-time monitoring at agent action speed via","$2B+ stolen in crypto hacks/frauds in 2024; $1.5B ByBit breach (Feb 2025); $12.4B lost to pig-butchering scams in 2024 (Chainalysis); $230M WazirX hack; Chainalysis reports cited; OWASP LLM Top 10, MITRE ATLAS, NIST AI RMF referenced.",mixed,substantive,"Our operational experience illustrates the stakes directly:
● In 2024, over $2 billion was stolen across crypto hacks and frauds1, including a single
$1.5 billion exchange breach in February 20252
● Over $12.4 billion was lost to pig-butchering scams that same year, despite widespread
availability o"
NIST-2025-0035-0476,1,mixed,supportive,conditional,unclear,unclear,yes,human_oversight;sandboxing_isolation;agent_autonomy,"CAISI should create/modify guidance to require: enforceable execution-time controls, continuous behavioral monitoring, containment mechanisms, and oversight processes that evolve with agent capability. Treat deployment environment design as a primary security control. Adapt existing frameworks (AI RMF, CSF, SSDF) for probabilistic/autonomous systems.","2019 inference attack on Cylance's Windows executable ML model, which evaded detection; founders responded to this real-world adversarial ML incident, motivating HiddenLayer's founding. HiddenLayer's AISec Platform and AIDR product cited as operational examples.",mixed,substantive,"Governance and testing remain essential, but they are not sufficient to provide operational assurance once autonomous systems are deployed. Security for agentic systems must move beyond risk identification toward operational assurance."
NIST-2025-0035-0477,1,supportive,supportive,unclear,unclear,unclear,yes,identity_authentication;human_oversight;supply_chain,"NIST should develop and endorse a standard for infrastructure-level AI agent identity including: durable identifiers bound to organizational owners, DNS/CA-based cryptographic ownership proof, immutable lifecycle audit records, and global revocation with near-real-time propagation. Standard should integrate with OAuth, OIDC, SPIFFE/SPIRE, and zero trust architectures. Extend NIST SP 800-63-4 digital identity assurance levels to autonomous agents.","Quantitative survey of 153 enterprise decision-makers deploying AI agents: 73% identified agent identity as critical, 91% rated governance as essential, 71% expect agent identity to be a priority within a year. Major U.S. bank CISO cited: agents confined to isolated engineering sandboxes due to gove",mixed,substantive,"Without one, the market is already fragmenting — platforms and enterprises are building
proprietary identity schemes that cannot interoperate across organizational boundaries."
NIST-2025-0035-0478,1,mixed,supportive,unclear,unclear,unclear,no,human_oversight;agent_autonomy;supply_chain,"Integrate AI security into traditional cybersecurity training frameworks. Leverage NIST AI RMF, MITRE ATLAS, OWASP Agentic Security Initiative, CISA Joint Guidance, and ISO/IEC 42001:2023. Apply fundamental-level controls that are stable across AI's rapid development cycle.",NIST AI RMF working group with 2500+ members; MITRE ATLAS with 100+ government/academic/industry orgs; OWASP Agentic Security Initiative; CISA Joint Guidance; ISO/IEC 42001:2023.,technical,substantive,"human oversight controls that are based on cybersecurity guidelines, frameworks, and standards are most likely the most successful method of implementing human controls."
NIST-2025-0035-0479,1,opposed,supportive,conditional,unclear,unclear,yes,transparency_documentation;supply_chain;human_oversight,"1. Develop a voluntary, risk-scaled Controlled-Sharing Profile with Foundational and Enhanced illustrative templates (Agent Integration Factsheet + Data Dependency Label). 2. Publish nonbinding reference architectures and NCCoE-style practice guides for secure counterparty interactions, machine-to-machine authentication, traceability, and shutdown/revocation support. Map optionally to NIST SP 800-53 and AI RMF.",U.S. Treasury/FSSCC/FBIIC AI Executive Oversight Group (AIEOG) 2024 public-private effort on AI risk management for financial institutions; NIST SP 800-53 and NIST AI RMF cited as mapping targets.,policy_advocacy,substantive,"NIST's CAISI can play an important role in convening industry, researchers and government to develop voluntary, consensus-based guidance. These recommendations are intended to support CAISI's role in defining common terminology, baseline information elements, and reference examples. They are not int"
NIST-2025-0035-0480,1,unclear,supportive,unclear,unclear,unclear,no,identity_authentication;human_oversight;sandboxing_isolation,NIST should recognize: (1) static RBAC/ABAC are insufficient for stochastic AI callers; (2) kernel-level process isolation with separate security identities is required for credential separation; (3) zero-possession credential architecture; (4) stateless consent arbitration to prevent execution state corruption; (5) cryptographic binding for multi-agent delegation.,"References LangChain, AutoGPT, CrewAI (no execution-state protection); AutoGen, CrewAI (no cryptographic delegation binding); MCP dynamic tool discovery; Devin, OpenHands, Claude Code (autonomous code execution); three UK patent applications (GB2605104.5, GB2605105.2, GB2605106.0).",technical,substantive,"Environment variables, database connection strings, and API keys injected
into an agent’s process remain accessible to the agent indefinitely, creating an ever-expand-
ing attack surface that grows with each authorized operation."
NIST-2025-0035-0481,1,mixed,supportive,unclear,unclear,unclear,no,identity_authentication;human_oversight;transparency_documentation,"1. NIST convene a working group on AI agent identity, delegation, and context portability standards (analogous to FIDO). 2. Establish baseline security requirements for agent delegation chains (cryptographically signed, scoped, time-bounded, revocable). 3. Require published, structured schemas for agent context data, analogous to model cards.","FIDO Alliance/authentication standards as precedent; Frequency/Decentralized Social Networking Protocol as example of cryptographic delegation; HTTP, TLS, OAuth cited as web security analogues; NIST CSF and SP 800-53 referenced.",mixed,substantive,"context lock-in itself is an underappreciated security vulnerability. We are at a critical decision point: Will the infrastructure for agent identity, context, and delegation be open and interoperable, or closed and concentrated?"
NIST-2025-0035-0482,1,mixed,supportive,yes,yes,unclear,no,human_oversight;agent_autonomy;sandboxing_isolation,"NIST should: (1) develop standardized autonomy level definitions analogous to SAE levels for autonomous vehicles; (2) develop vector database security guidelines; (3) develop multi-agent incident reporting standards; (4) publish open-source governance reference architectures; (5) develop a supplementary CSF profile for multi-agent systems covering inter-agent trust boundaries, dynamic autonomy, and vector DB security.",Production experience with dual-LLM multi-agent platform; real-world observation of cross-agent PII leakage via shared vector DB collections; self-amplifying RAG feedback loop vulnerability; prompt injection propagation through agent handoff chains.,technical,substantive,"We identified a vulnerability pattern where: (1) an agent generates a response containing sensitive data retrieved from the vector DB, (2) the conversation log is persisted to the knowledge base, (3) the log is re-indexed into the same vector DB collection, (4) future queries now retrieve BOTH the o"
NIST-2025-0035-0483,1,unclear,unclear,unclear,unclear,unclear,no,pre_deployment_evaluation,unclear,unclear,commercial_promotion,promotional,"The technical methodologies, architectures, and implementations held by EaseOfAutomation LLC address the subject matter of this RFI in full. These materials are proprietary and will not be disclosed through any public comment process."
NIST-2025-0035-0484,1,mixed,supportive,conditional,unclear,unclear,yes,supply_chain;human_oversight;identity_authentication,"Recognize integrators as a distinct role in the AI value chain. Standardize federated identity infrastructure for AI agents. Enforce least-privilege/role masking. Require SBOMs, image signing, and CI gates. Define shared responsibility models across developers, integrators, and deployers. Monitor dormant agents (90+ days inactive).","Members named: Alteryx, Atlassian, Box, Cognizant, Docusign, Peraton, SAIC, Salesforce, ServiceNow, Twilio. References to Model Context Protocol (MCP), SBOM, RBAC, JSON schema validation, Unicode/homoglyph scanning, ultrasonic filtering above 20kHz.",technical,substantive,"AI integrators design and secure the agent scaffolding, tool connections, data pipelines, and governance controls that enable agentic systems to move from laboratory capability to trusted, production-grade operability for sector-specific use."
NIST-2025-0035-0485,1,supportive,supportive,unclear,unclear,unclear,yes,identity_authentication;human_oversight;supply_chain,"1) NIST act as SDO to standardize PACT for ZTNA (Messages 1-3) within 6 months. 2) Extend PACT to Agentic AI Security (ZTAA/ASF, Messages 4-5) in additional 6 months. 3) Establish two-phase PACT working group with concrete deliverables. 4) Create university-led interoperability testing lab (UNH-IOL model). 5) Standardize PDP↔PEP protocol before market fragments. 6) Adopt RRV three-tier architecture for agent security.","NCCoE ZTA project (NIST SP 1800-35, June 2025): 4 years, 24 vendors, 19 proprietary implementations; $500K-$2M integration costs per enterprise deployment. SD-WAN fragmentation 2014-2017 before MEF 3.0 standardized in 2018 — cited as cautionary precedent.",technical,substantive,"NCCoE Zero Trust Architecture project (NIST SP 1800-35, June 2025) documented this fragmentation: 4 years, 24 technology providers, 19 different implementations — all proprietary. Enterprises face $500K-$2M custom integration costs per deployment. ZTNA adoption has stalled."
NIST-2025-0035-0486,1,unclear,supportive,conditional,unclear,unclear,no,identity_authentication;human_oversight;agent_autonomy,"NIST should adopt DNS-anchored agent identity (ANS model) using ACME, DANE, Certificate Transparency, and SCITT. Standardize versioned Identity Certificates for agents. Require transparency logs for agent lifecycle events. Define maximum revocation propagation delays by risk level. Adopt five-dimensional Trust Vector scoring framework.","GoDaddy's Agent Name Service (ANS) live since November 2025; IETF draft-narajala-ans-00; RFC 8555 (ACME), RFC 6962 (CT), RFC 6698 (DANE), IETF SCITT, RFC 8785 (JCS), W3C Verifiable Credentials 2.0; open spec at github.com/godaddy/ans-registry.",technical,substantive,Any software endpoint that answers a protocol handshake correctly can claim to be any agent. No one can independently verify the claim. No public record captures what the agent declared at registration.
NIST-2025-0035-0487,1,mixed,supportive,conditional,unclear,unclear,no,pre_deployment_evaluation;human_oversight;agent_autonomy,"Adopt a four-dimensional reliability evaluation framework (consistency, robustness, predictability, safety) grounded in safety-critical engineering. Use multi-run/multi-condition evaluation protocols, perturbation testing, confidence elicitation, and harm-severity-weighted metrics rather than single-run accuracy scores.","Empirical study of 14 frontier AI models (OpenAI, Google, Anthropic), 500+ benchmark runs, 12 reliability metrics. NYC government chatbot (2024); Moffatt v. Air Canada (2024 BCCRT 149). Standards: DO-178C, ARP4754B, IEEE 603, ISO/PAS 21448, IEC 61508.",technical,substantive,"Our research
provides both a measurement framework grounded in safety-critical engineering and
systematic empirical evidence characterizing this risk."
NIST-2025-0035-0488,1,supportive,supportive,conditional,unclear,unclear,no,identity_authentication;transparency_documentation;human_oversight,"1) NIST establish minimum disclosure standards for agent-specific security evaluations covering tools, autonomy level, containment mechanisms, and adversarial testing results. 2) NIST explore standards for agent identification and request authentication. 3) Prioritize agent identity/authentication infrastructure and supply chain security for government collaboration.","2025 AI Agent Index (Staufer et al., 2025): dataset of 30 AI agents across 1,350 fields. Key findings: 5/30 agents have known prompt injection incidents; 9/30 use sandboxing; only 4/30 publish agent-specific safety evals; only 1 agent (ChatGPT Agent) uses cryptographic request signing (RFC 9421); 20",technical,substantive,"This asymmetry, where developers disclose far more about what agents can do than about how safe they are, constitutes a form of safety washing that undermines informed risk assessment."
NIST-2025-0035-0489,1,supportive,supportive,unclear,unclear,unclear,no,identity_authentication;transparency_documentation;human_oversight,"1. Define agent-specific accountability standards in AI RMF (identity attestation, decision provenance, behavioral monitoring). 2. Incorporate CMMC/NIST SP 800-53 audit controls as baselines. 3. Mandate quantum-resistant cryptography (STARKs) for high-risk deployments. 4. Establish anomaly detection metrics/benchmarks. 5. Partner with private entities via NCCoE to pilot architectures in DoD contexts. 6. Accelerate publication to preserve U.S. leadership.","Karpathy's autoresearch (github.com/karpathy/autoresearch, March 2026) reaching 10,205th generation with no provenance; Palantir AI FDE deployed in DoD Foundry environments generating only session-level chat logs, not FIPS-compliant audit trails.",mixed,substantive,"Git commits provide change history but lack compliance-grade artifacts (agent identity, authorization proofs, chain of custody), failing basic audit controls like CMMC AU.2.041–AU.3.046."
NIST-2025-0035-0490,1,supportive,supportive,yes,unclear,unclear,no,pre_deployment_evaluation;supply_chain;agent_autonomy,"NIST should establish a standard for composition-specific behavioral evaluation of AI agent skills. Evaluation should cover per-skill security property testing across model compositions, not just static analysis. Continuous re-evaluation required when model versions change.","Empirical study: 10 AI agent skills, 186 security properties, 2,282 tests, ~6,800 evaluations; 9/10 skills degraded at least one security property; 1password skill rated 1/10 risk by industry scanner produced -25.6pp regression on exfiltration prevention; LLM static risk ratings inversely correlated",technical,substantive,"We evaluated 10 non-malicious, community-approved AI agent skills across 186 security properties and found that 9 of 10 degrade at least one security behavior when loaded into a base model — even when existing static scanners rate them as safe."
NIST-2025-0035-0491,1,supportive,supportive,unclear,unclear,unclear,no,identity_authentication;human_oversight;transparency_documentation,"NIST should: (1) distinguish hardware-bound vs. software-based passkey implementations and recognize hardware-based phishing-resistant credentials as higher-assurance; (2) develop standards for hardware-attested human authorization of AI agent actions (cryptographic authorization primitive) binding action, agent, factual context, and time; (3) require authorization records to detect context drift before execution.",FSSCC/U.S. Treasury AIEOG (Feb 2026): credential phishing rose 703% in H2 2024; LLMs reduce phishing costs 95%. NCCoE concept paper on Software and AI Agent Identity (Feb 2026). EU PSD2 secure display model. SolarWinds breach cited. Better Identity Coalition policy stance referenced.,mixed,substantive,"proving that a human being was explicitly in the authorization path of a specific consequential action at the moment of authorization. We call this the agent authorization problem, and it cannot be solved by authentication alone."
NIST-2025-0035-0492,1,unclear,neutral,conditional,unclear,unclear,no,human_oversight;sandboxing_isolation;pre_deployment_evaluation,"Implement layered controls: ephemeral identity, least privilege scope binding, observability, human oversight gates, fail-safe containment, delegation depth limits. Use three-horizon assessment: pre-deployment threat modeling, deployment validation, post-deployment behavioral monitoring. Constrain environments via enforced tool manifests, network segmentation, data perimeter controls, execution sandboxing.",Practitioner experience with vendor-supplied enterprise AI agents and internally governed agent workflows for enterprise IT and OT use cases. No specific studies or datasets cited.,technical,substantive,"human oversight is foundational to safe and secure agentic AI deployment. Autonomous capability without explicit accountability, scope control, and oversight introduces unacceptable risk in environments where system integrity, safety, and resilience are paramount."
NIST-2025-0035-0494,1,mixed,neutral,yes,conditional,unclear,yes,pre_deployment_evaluation;sandboxing_isolation;human_oversight,"1. Treat evaluations as mandatory security controls, not QA steps. 2. Retain immutable traces of prompts, tool inputs/outputs, access events, and state-changing actions. 3. Build shared emulation/simulation stacks and scenario libraries. 4. Establish standard threat taxonomies and incident-sharing channels. 5. Use public accountability with held-out details for auditors rather than full public disclosure of evaluation frameworks.","AgentDojo (prompt-injection robustness), APEX-Agents (professional service production environment simulations), Anthropic's SHADE-Arena (sabotage-oriented pre-deployment evaluations); Anthropic documented cases where web-enabled models identified benchmarks and gamed safety evaluations; OpenClaw and",mixed,substantive,Evaluations should be treated as a mandatory security control instead of a QA step. Development teams should inspect trajectories and define narrow checks using LLM as a Judge or other trace triage protocols.
NIST-2025-0035-0495,1,mixed,neutral,unclear,unclear,unclear,yes,human_oversight;transparency_documentation;mandatory_vs_voluntary,"Industry standards for AI agent systems should be flexible to avoid impeding innovation; unified governance frameworks (covering models, data, tools, agents) should be adopted; MCP interactions should be wrapped in governance/authentication controls; sandboxing/branching for agent memory testing is recommended.","Databricks Unity Catalog (open-source governance layer); Lakebase managed database engine (2026); Gartner Magic Quadrant for Data Science and ML Platforms (2025, named Databricks 'leader of leaders'); 20,000+ customers including 60%+ of Fortune 500.",mixed,substantive,"Industry Standards Should be Carefully Crafted to Facilitate Innovation & Adoption - Because of the huge productivity and other benefits provided by AI agent systems, particularly in the enterprise space, great care should be taken to ensure standards applied to such systems will be reasonably flexi"
NIST-2025-0035-0496,1,mixed,supportive,conditional,unclear,unclear,no,human_oversight;supply_chain;transparency_documentation,"Coalfire offers NIST its proprietary technical security engineering framework covering: base architecture layers (application, orchestration, model, training data, monitoring/filtering, grounding, integration, infrastructure), agent construct design patterns, and security/privacy workflows for use in developing a new AI agent security standard.","References OWASP Top 10 for LLM applications, MITRE ATLAS, LangChain, CrewAI, AWS Bedrock Agent Core, HiddenLayer, Protect AI, AWS Guardrails as threat categorization and tooling examples.",technical,substantive,We have created a technical security engineering framework that addresses technical AI agent security holistically that we would like to provide to NIST on making a new framework as a part of a standard that all organizations can utilize for securing AI agents.
NIST-2025-0035-0497,1,mixed,supportive,conditional,unclear,unclear,yes,identity_authentication;human_oversight;supply_chain,"1. Establish global standard for AI agent identification and authorization using cryptographic verifiable identifiers (DIDs). 2. Require verifiable delegation tokens with scope, duration, purpose, and issuing authority. 3. Enforce runtime capability scoping, input controls, and continuous monitoring. 4. Adopt MCP-I/DIF specification as unified industry-wide standard for agentic identity.",MCP-I specification donated to Decentralized Identification Foundation (DIF); IdentiClaw product as security/identity wrapper; Karkal's Key Stages of AI Adoption Framework; KnowThat.ai registration/verification flow diagrams.,mixed,substantive,"Our central recommendation is that AI agent security should be approached as a trust infrastructure problem, not only a model safety problem. In particular, secure agent ecosystems require verifiable agent identity, explicit delegation of authority, scoped permissions, runtime enforcement, and audit"
NIST-2025-0035-0498,1,unclear,supportive,unclear,unclear,unclear,no,human_oversight;agent_autonomy;transparency_documentation,"1. Develop standardized ground truth datasets for evaluating agentic analytical accuracy, analogous to NIST's reference datasets for cryptographic evaluation. 2. Address semantic authorization gaps in access control frameworks. 3. Establish standards for multi-LLM consensus verification as a security control.","17,048 LLM capture files from a single test run; 5–10% claim misattribution rate on test corpus; savepoint isolation lesson from datetime-type DB failure; Enron corpus used for testing (Ken Lay claims).",technical,substantive,"The most urgent gap: the absence of standardized ground truth datasets for evaluating agentic analytical accuracy, analogous to NIST's reference datasets for cryptographic evaluation."
NIST-2025-0035-0499,1,mixed,supportive,conditional,unclear,unclear,no,agent_autonomy;human_oversight;supply_chain,"NIST should develop architectural guidance for: (1) a control plane between agent runtimes and enterprise systems enforcing identity validation, scoped credentials, least-privilege boundaries, tool invocation rules, runtime policy evaluation, and economic routing validation; (2) anticipate distributed authority in multi-agent environments; (3) address supply chain integrity and upstream dependency risk.","BCG identifies six risk categories for agentic systems: state representation risks, execution risk, authority boundary risk, coordination risk, persistence risk, and supply chain/upstream dependency risk. No external studies or datasets cited.",technical,substantive,The security challenge in agentic systems is therefore not autonomy in isolation. It is the governance of delegated authority within enterprise infrastructure.
